model	cluster_id	bincode	name	nannot_sources	nspecies
Pp1s3_199V6.1	5806	29.7.5	protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)	1	1
Pp1s10_34V6.1	6493	29.7.7	protein.glycosylation.mannosyl-oligosaccharide-1,3-1,6-alpha-mannosidase(GMII)	1	1
Pp1s70_132V6.1	2201	29.7.8	protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)	2	1
Pp1s3_199V6.1	5806	29.7.8	protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)	1	1
Pp1s8_84V6.1	10229	29.7.8	protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)	1	1
Pp1s372_1V6.1	10229	29.7.8	protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)	1	1
Pp1s269_66V6.1	9148	29.7.9	protein.glycosylation.beta-1,2-xylosyltransferase(beta-1,2-XylT)	1	1
Pp1s207_91V6.1	751	29.8	protein.assembly and cofactor ligation	2	1
Pp1s135_90V6.1	751	29.8	protein.assembly and cofactor ligation	2	1
Pp1s78_4V6.2	1622	29.8	protein.assembly and cofactor ligation	1	1
Pp1s78_4V6.1	1622	29.8	protein.assembly and cofactor ligation	1	1
Pp1s34_112V6.2	1764	29.8	protein.assembly and cofactor ligation	3	2
Pp1s34_112V6.1	1764	29.8	protein.assembly and cofactor ligation	3	2
Pp1s76_212V6.2	2797	29.8	protein.assembly and cofactor ligation	2	2
Pp1s507_10V6.1	2797	29.8	protein.assembly and cofactor ligation	2	2
Pp1s39_352V6.2	2797	29.8	protein.assembly and cofactor ligation	2	2
Pp1s39_352V6.3	2797	29.8	protein.assembly and cofactor ligation	2	2
Pp1s39_352V6.1	2797	29.8	protein.assembly and cofactor ligation	2	2
Pp1s76_212V6.1	2797	29.8	protein.assembly and cofactor ligation	2	2
Pp1s59_328V6.1	2930	29.8	protein.assembly and cofactor ligation	2	2
Pp1s30_125V6.1	2930	29.8	protein.assembly and cofactor ligation	2	2
Pp1s59_328V6.2	2930	29.8	protein.assembly and cofactor ligation	2	2
Pp1s144_111V6.1	3973	29.8	protein.assembly and cofactor ligation	1	1
Pp1s68_123V6.1	4003	29.8	protein.assembly and cofactor ligation	2	2
Pp1s243_11V6.1	4003	29.8	protein.assembly and cofactor ligation	2	2
Pp1s24_39V6.1	4148	29.8	protein.assembly and cofactor ligation	2	2
Pp1s189_18V6.1	4148	29.8	protein.assembly and cofactor ligation	2	2
Pp1s189_18V6.2	4148	29.8	protein.assembly and cofactor ligation	2	2
Pp1s34_60V6.1	4324	29.8	protein.assembly and cofactor ligation	1	1
Pp1s1_89V6.1	4737	29.8	protein.assembly and cofactor ligation	1	1
Pp1s326_48V6.1	4737	29.8	protein.assembly and cofactor ligation	1	1
Pp1s38_72V6.1	4737	29.8	protein.assembly and cofactor ligation	1	1
Pp1s316_17V6.2	4834	29.8	protein.assembly and cofactor ligation	1	1
Pp1s316_17V6.1	4834	29.8	protein.assembly and cofactor ligation	1	1
Pp1s251_36V6.2	4973	29.8	protein.assembly and cofactor ligation	2	2
Pp1s251_36V6.1	4973	29.8	protein.assembly and cofactor ligation	2	2
Pp1s333_11V6.1	5333	29.8	protein.assembly and cofactor ligation	4	2
Pp1s322_22V6.1	5333	29.8	protein.assembly and cofactor ligation	4	2
Pp1s347_30V6.2	5580	29.8	protein.assembly and cofactor ligation	2	2
Pp1s347_30V6.1	5580	29.8	protein.assembly and cofactor ligation	2	2
Pp1s135_112V6.1	5827	29.8	protein.assembly and cofactor ligation	2	2
Pp1s248_62V6.1	6006	29.8	protein.assembly and cofactor ligation	2	2
Pp1s248_62V6.2	6006	29.8	protein.assembly and cofactor ligation	2	2
Pp1s414_7V6.1	6155	29.8	protein.assembly and cofactor ligation	2	2
Pp1s388_9V6.1	6155	29.8	protein.assembly and cofactor ligation	2	2
Pp1s145_122V6.1	6524	29.8	protein.assembly and cofactor ligation	3	2
Pp1s456_23V6.1	6874	29.8	protein.assembly and cofactor ligation	1	1
Pp1s19_294V6.1	7530	29.8	protein.assembly and cofactor ligation	1	1
Pp1s4_383V6.1	4868	30.1	signalling.in sugar and nutrient physiology	1	1
Pp1s21_309V6.1	5035	30.1	signalling.in sugar and nutrient physiology	1	1
Pp1s36_344V6.1	5035	30.1	signalling.in sugar and nutrient physiology	1	1
Pp1s105_12V6.1	542	30.10	signalling.phosphorelay	2	2
Pp1s294_68V6.1	542	30.10	signalling.phosphorelay	2	2
Pp1s105_9V6.1	542	30.10	signalling.phosphorelay	2	2
Pp1s30_74V6.1	542	30.10	signalling.phosphorelay	2	2
Pp1s160_39V6.1	68	30.11	signalling.light	1	1
Pp1s133_62V6.1	68	30.11	signalling.light	1	1
Pp1s44_284V6.1	180	30.11	signalling.light	1	1
Pp1s10_72V6.1	180	30.11	signalling.light	1	1
Pp1s73_217V6.3	180	30.11	signalling.light	1	1
Pp1s10_72V6.2	180	30.11	signalling.light	1	1
Pp1s73_217V6.1	180	30.11	signalling.light	1	1
Pp1s10_72V6.3	180	30.11	signalling.light	1	1
Pp1s73_217V6.2	180	30.11	signalling.light	1	1
Pp1s44_284V6.2	180	30.11	signalling.light	1	1
Pp1s8_54V6.1	180	30.11	signalling.light	1	1
Pp1s233_24V6.1	367	30.11	signalling.light	6	1
Pp1s4_493V6.1	367	30.11	signalling.light	6	1
Pp1s164_65V6.1	367	30.11	signalling.light	6	1
Pp1s81_159V6.1	367	30.11	signalling.light	6	1
Pp1s13_403V6.1	367	30.11	signalling.light	6	1
Pp1s47_31V6.1	367	30.11	signalling.light	6	1
Pp1s91_116V6.2	367	30.11	signalling.light	6	1
Pp1s91_116V6.3	367	30.11	signalling.light	6	1
Pp1s327_27V6.1	367	30.11	signalling.light	6	1
Pp1s91_116V6.1	367	30.11	signalling.light	6	1
Pp1s108_73V6.1	413	30.11	signalling.light	6	1
Pp1s96_183V6.1	413	30.11	signalling.light	6	1
Pp1s108_69V6.1	413	30.11	signalling.light	6	1
Pp1s96_180V6.1	413	30.11	signalling.light	6	1
Pp1s17_314V6.1	465	30.11	signalling.light	3	2
Pp1s75_230V6.2	465	30.11	signalling.light	3	2
Pp1s174_62V6.1	465	30.11	signalling.light	3	2
Pp1s84_194V6.1	465	30.11	signalling.light	3	2
Pp1s174_62V6.2	465	30.11	signalling.light	3	2
Pp1s509_6V6.1	465	30.11	signalling.light	3	2
Pp1s179_27V6.1	465	30.11	signalling.light	3	2
Pp1s59_175V6.1	465	30.11	signalling.light	3	2
Pp1s179_27V6.2	465	30.11	signalling.light	3	2
Pp1s75_230V6.1	465	30.11	signalling.light	3	2
Pp1s179_27V6.3	465	30.11	signalling.light	3	2
Pp1s59_66V6.1	535	30.11	signalling.light	5	1
Pp1s30_295V6.1	535	30.11	signalling.light	5	1
Pp1s346_13V6.3	581	30.11	signalling.light	3	1
Pp1s346_13V6.2	581	30.11	signalling.light	3	1
Pp1s346_13V6.4	581	30.11	signalling.light	3	1
Pp1s456_3V6.1	581	30.11	signalling.light	3	1
Pp1s346_13V6.5	581	30.11	signalling.light	3	1
Pp1s456_3V6.2	581	30.11	signalling.light	3	1
Pp1s346_13V6.1	581	30.11	signalling.light	3	1
Pp1s2_368V6.2	584	30.11	signalling.light	4	2
Pp1s2_368V6.1	584	30.11	signalling.light	4	2
Pp1s46_61V6.1	597	30.11	signalling.light	2	1
Pp1s15_459V6.1	597	30.11	signalling.light	2	1
Pp1s371_45V6.1	597	30.11	signalling.light	2	1
Pp1s15_467V6.1	597	30.11	signalling.light	2	1
Pp1s308_33V6.1	597	30.11	signalling.light	2	1
Pp1s239_24V6.1	597	30.11	signalling.light	2	1
Pp1s308_32V6.1	597	30.11	signalling.light	2	1
Pp1s255_60V6.1	597	30.11	signalling.light	2	1
Pp1s78_96V6.1	597	30.11	signalling.light	2	1
Pp1s25_319V6.1	597	30.11	signalling.light	2	1
Pp1s308_34V6.1	597	30.11	signalling.light	2	1
Pp1s172_69V6.1	597	30.11	signalling.light	2	1
Pp1s196_69V6.1	597	30.11	signalling.light	2	1
Pp1s262_24V6.1	597	30.11	signalling.light	2	1
Pp1s140_1V6.1	597	30.11	signalling.light	2	1
Pp1s10_179V6.1	597	30.11	signalling.light	2	1
Pp1s255_63V6.1	597	30.11	signalling.light	2	1
Pp1s10_181V6.1	597	30.11	signalling.light	2	1
Pp1s114_169V6.1	1039	30.11	signalling.light	3	1
Pp1s178_117V6.1	1039	30.11	signalling.light	3	1
Pp1s67_83V6.1	2253	30.11	signalling.light	3	1
Pp1s112_43V6.1	2253	30.11	signalling.light	3	1
Pp1s63_15V6.1	2253	30.11	signalling.light	3	1
Pp1s125_97V6.1	2253	30.11	signalling.light	3	1
Pp1s53_256V6.2	2800	30.11	signalling.light	2	1
Pp1s113_212V6.1	2800	30.11	signalling.light	2	1
Pp1s340_40V6.1	2800	30.11	signalling.light	2	1
Pp1s207_25V6.1	2800	30.11	signalling.light	2	1
Pp1s53_256V6.1	2800	30.11	signalling.light	2	1
Pp1s214_65V6.1	2800	30.11	signalling.light	2	1
Pp1s93_32V6.1	2800	30.11	signalling.light	2	1
Pp1s203_13V6.1	2800	30.11	signalling.light	2	1
Pp1s454_11V6.1	2800	30.11	signalling.light	2	1
Pp1s197_173V6.1	2800	30.11	signalling.light	2	1
Pp1s81_29V6.1	2800	30.11	signalling.light	2	1
Pp1s31_204V6.1	2800	30.11	signalling.light	2	1
Pp1s183_113V6.1	3490	30.11	signalling.light	1	1
Pp1s98_15V6.1	3490	30.11	signalling.light	1	1
Pp1s189_34V6.1	3500	30.11	signalling.light	1	1
Pp1s53_232V6.1	3500	30.11	signalling.light	1	1
Pp1s189_34V6.2	3500	30.11	signalling.light	1	1
Pp1s189_34V6.3	3500	30.11	signalling.light	1	1
Pp1s69_37V6.1	3535	30.11	signalling.light	2	1
Pp1s147_126V6.1	3535	30.11	signalling.light	2	1
Pp1s68_85V6.1	3535	30.11	signalling.light	2	1
Pp1s147_126V6.2	3535	30.11	signalling.light	2	1
Pp1s68_85V6.2	3535	30.11	signalling.light	2	1
Pp1s84_22V6.1	3535	30.11	signalling.light	2	1
Pp1s69_37V6.2	3535	30.11	signalling.light	2	1
Pp1s152_24V6.1	3737	30.11	signalling.light	2	1
Pp1s6_56V6.1	4039	30.11	signalling.light	2	2
Pp1s204_94V6.1	4820	30.11	signalling.light	1	1
Pp1s374_22V6.1	4820	30.11	signalling.light	1	1
Pp1s204_88V6.1	4820	30.11	signalling.light	1	1
Pp1s233_16V6.1	5453	30.11	signalling.light	2	1
Pp1s318_13V6.1	5556	30.11	signalling.light	3	1
Pp1s199_143V6.1	5556	30.11	signalling.light	3	1
Pp1s318_13V6.2	5556	30.11	signalling.light	3	1
Pp1s22_204V6.1	5939	30.11	signalling.light	1	1
Pp1s457_21V6.1	5939	30.11	signalling.light	1	1
Pp1s106_4V6.1	5955	30.11	signalling.light	1	1
Pp1s53_78V6.1	5955	30.11	signalling.light	1	1
Pp1s180_76V6.1	5955	30.11	signalling.light	1	1
Pp1s72_227V6.1	5955	30.11	signalling.light	1	1
Pp1s129_88V6.1	5978	30.11	signalling.light	2	1
Pp1s469_16V6.1	5978	30.11	signalling.light	2	1
Pp1s488_10V6.1	6192	30.11	signalling.light	1	1
Pp1s143_67V6.1	6312	30.11	signalling.light	1	1
Pp1s43_21V6.1	6414	30.11	signalling.light	2	2
Pp1s255_57V6.1	6414	30.11	signalling.light	2	2
Pp1s177_117V6.1	7339	30.11	signalling.light	1	1
Pp1s347_35V6.1	8086	30.11	signalling.light	1	1
Pp1s22_112V6.1	8086	30.11	signalling.light	1	1
Pp1s31_105V6.1	8090	30.11	signalling.light	1	1
Pp1s27_76V6.2	8090	30.11	signalling.light	1	1
Pp1s27_76V6.1	8090	30.11	signalling.light	1	1
Pp1s431_31V6.1	8090	30.11	signalling.light	1	1
Pp1s27_205V6.1	8188	30.11	signalling.light	1	1
Pp1s51_261V6.1	8650	30.11	signalling.light	1	1
Pp1s1623_3V6.1	9292	30.11	signalling.light	1	1
Pp1s44_107V6.1	9292	30.11	signalling.light	1	1
Pp1s253_26V6.1	169	30.1.1	signalling.in sugar and nutrient physiology	10	1
Pp1s56_31V6.1	169	30.1.1	signalling.in sugar and nutrient physiology	10	1
Pp1s253_26V6.2	169	30.1.1	signalling.in sugar and nutrient physiology	10	1
Pp1s28_12V6.1	598	30.1.1	signalling.in sugar and nutrient physiology	6	1
Pp1s7_365V6.1	598	30.1.1	signalling.in sugar and nutrient physiology	6	1
Pp1s226_22V6.1	680	30.1.1	signalling.in sugar and nutrient physiology	2	1
Pp1s5_126V6.2	680	30.1.1	signalling.in sugar and nutrient physiology	2	1
Pp1s183_30V6.1	680	30.1.1	signalling.in sugar and nutrient physiology	2	1
Pp1s5_126V6.1	680	30.1.1	signalling.in sugar and nutrient physiology	2	1
Pp1s13_94V6.1	680	30.1.1	signalling.in sugar and nutrient physiology	2	1
Pp1s56_89V6.1	680	30.1.1	signalling.in sugar and nutrient physiology	2	1
Pp1s12_244V6.1	1648	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s175_16V6.1	1648	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s91_154V6.1	1898	30.1.1	signalling.in sugar and nutrient physiology	2	1
Pp1s13_3V6.1	1898	30.1.1	signalling.in sugar and nutrient physiology	2	1
Pp1s185_4V6.1	1921	30.1.1	signalling.in sugar and nutrient physiology	2	1
Pp1s402_49V6.1	4458	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s169_73V6.1	4458	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s169_73V6.2	4458	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s16_130V6.1	4748	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s10_194V6.1	4748	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s4_383V6.1	4868	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s21_309V6.1	5035	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s36_344V6.1	5035	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s13_387V6.1	7368	30.1.1	signalling.in sugar and nutrient physiology	1	1
Pp1s89_179V6.1	1358	30.11.1	signalling.light.COP9 signalosome	3	1
Pp1s271_80V6.1	1358	30.11.1	signalling.light.COP9 signalosome	3	1
Pp1s90_192V6.1	2732	30.11.1	signalling.light.COP9 signalosome	2	2
Pp1s124_47V6.1	2732	30.11.1	signalling.light.COP9 signalosome	2	2
Pp1s105_216V6.1	2732	30.11.1	signalling.light.COP9 signalosome	2	2
Pp1s31_338V6.1	4307	30.11.1	signalling.light.COP9 signalosome	1	1
Pp1s311_49V6.1	4307	30.11.1	signalling.light.COP9 signalosome	1	1
Pp1s191_77V6.1	4389	30.11.1	signalling.light.COP9 signalosome	4	2
Pp1s3_18V6.2	4389	30.11.1	signalling.light.COP9 signalosome	4	2
Pp1s3_18V6.1	4389	30.11.1	signalling.light.COP9 signalosome	4	2
Pp1s123_8V6.1	4564	30.11.1	signalling.light.COP9 signalosome	2	1
Pp1s229_18V6.1	5002	30.11.1	signalling.light.COP9 signalosome	1	1
Pp1s34_439V6.1	5700	30.11.1	signalling.light.COP9 signalosome	2	1
Pp1s68_100V6.1	5700	30.11.1	signalling.light.COP9 signalosome	2	1
Pp1s79_113V6.1	5727	30.11.1	signalling.light.COP9 signalosome	1	1
Pp1s83_161V6.1	9124	30.11.1	signalling.light.COP9 signalosome	1	1
Pp1s11_27V6.1	3220	30.12	signalling.gravity	1	1
Pp1s75_119V6.1	3220	30.12	signalling.gravity	1	1
